BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2014;770003788;09;CTRE RADIOTHÉRAPIE GCS MELUNAIS SIÈGE;;;770003739
STB;2014;770006138;15;CLINIQUE PSY DU PAYS DE SEINE;;;770020113
STB;2014;770016467;09;Clinique des Pays de Meaux;;;750043994
STB;2014;770016475;09;H.A.D. CENTRE 77;;;770014207
STB;2014;770016491;09;CLINIQUE DE MONTEVRAIN;;;770016483
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770000230;C.H. DE LAGNY- MARNE LA VALLEE;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770003481;VILLA FLORENTINE UNITE PSY 77G17;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770003507;CTRE MEDICO-PSYCHOLOGIQUE 77G8-9;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770003515;CTRE MEDICO-PSYCHOL.TOURNESOLS;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770003523;APPARTEMENT THERAPEUT.CH LAGNY;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770003531;HOPITAL DE JOUR PAUL SIVADON;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770005429;CENTRE MEDICO PSYCHOLOGIQUE;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770011799;HOPITAL DE JOUR MARIE-ROSE MAMELET;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770011898;HOPITAL DE JOUR GAUSSON;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770014611;WINNICOTT UNITE PSYCHITRIAQUE 77G16;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770016426;UNITE PSYCHIATRIQUE 77G14;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770016434;CATTP PARC DE LA HAUTE MAISON;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770803146;UNITE PSYCHIATRIQUE 77G15;770170017
STB;2014;770019032;04;CENTRE HOSPITALIER DE MARNE LA VALLEE;770810125;CTRE MEDICO-PSYCHOLOGIQUE 77-I01;770170017
STB;2014;770150019;09;CENTRE MEDICAL DE FORCILLES;;;770019792
STB;2014;770150027;09;C.M.P.A. NEUFMOUTIERS;;;750720575
STB;2014;770150043;09;BTP RESIDENCES MEDICO-SOCIALES;;;750808529
STB;2014;770300010;09;HOPITAL PRIVE DE MARNE CHANTEREINE;;;770004299
STB;2014;770300135;09;CLINIQUE MEDICO-CHIRURG. LES FONTAINES;;;770000289
STB;2014;770300143;09;POLYCLINIQUE SAINT-JEAN;;;770000362
STB;2014;770300192;09;CLINIQUE SAINT-BRICE;;;770000313
STB;2014;770300218;09;INSTITUT MÉDICAL DE SERRIS;;;440052041
STB;2014;770300259;09;CLINIQUE LES TROIS SOLEILS;;;770000347
STB;2014;770300275;09;POLYCLINIQUE DE LA FORET;;;770000354
STB;2014;770300283;09;CLINIQUE DE L'ERMITAGE;;;770000362
STB;2014;770310019;15;CLINIQUE DE PERREUSE;;;770000370
STB;2014;770310027;15;CLINIQUE DE L'ANGE GARDIEN;;;770000388
STB;2014;770420024;09;ETABLISSEMENT DE SOINS DE SUITE ET DE READAPTATION;;;750042590
STB;2014;770510055;15;MAIS DE REPOS SPECIALISEE CHANTEMERLE;;;750719270
STB;2014;770630028;09;CTRE REEDUCATION FCTIONNELLE INFANTILE;;;750042590
STB;2014;770700011;09;CENTRE READAPTATION COUBERT;;;750042590
STB;2014;770701225;09;SSR LE BRASSET;;;750721334
STB;2014;770790707;09;CLINIQUE DE TOURNAN;;;770000719
STB;2014;770803989;09;CTRE READAPTATION CARDIAQUE DE LA BRIE;;;770000925
STB;2014;770813400;09;CLINIQUE SAINT FARON;;;770001014
STB;2014;770813814;04;USLD CENTRE HOPITALIER DE JOUARRE;;;770130037
STB;2014;770814622;04;ANNEXE D'ORGEMONT MOYEN SEJOUR;770790004;LONG SEJOUR HOPITAL D'ORGEMONT MEAUX;770700185
STB;2014;780000287;04;C.H. FRANCOIS QUESNAY MANTES;780010278;CENTRE MEDICO-PSYCHOLOGIQUE;780110011
STB;2014;780000287;04;C.H. FRANCOIS QUESNAY MANTES;780019550;CMP 78G01;780110011
STB;2014;780000287;04;C.H. FRANCOIS QUESNAY MANTES;780801502;HOPITAL DE JOUR SECT. 78 G 1;780110011
STB;2014;780000287;04;C.H. FRANCOIS QUESNAY MANTES;780804209;CENTRE DE LONG SEJOUR CH MANTES;780110011
STB;2014;780000287;04;C.H. FRANCOIS QUESNAY MANTES;780810164;HOPITAL DE JOUR SECT.78 G 2;780110011
STB;2014;780000287;04;C.H. FRANCOIS QUESNAY MANTES;780820346;CENTRE MEDICO-PSY SECT.78 I 1;780110011
STB;2014;780000287;04;C.H. FRANCOIS QUESNAY MANTES;780825246;HOPITAL DE JOUR SECT 78I01;780110011
STB;2014;780000295;04;CHI DE MEULAN LES MUREAUX;;;780002697
STB;2014;780000303;04;HÔP. GÉRONTOLOGIQUE & MED-SOC PLAISIR;780824587;CTRE DE LONG SEJOUR - HGMS DE PLAISIR;780110037
STB;2014;780000311;04;C.H. INT. DE POISSY/ST GERMAIN EN LAYE;780800892;LONG SEJOUR LES MAISONNEES;780001236
STB;2014;780000329;04;CENTRE HOSPITALIER DE RAMBOUILLET;;;780110052
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;760021188;COMMUNAUTÉ THERAPEUTIQUE ST SAIRE;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780011698;MAISON CRAPOTTE;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780011938;HOPITAL DE JOUR LA SOURIS VERTE;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780804175;CTRE DE LONG SEJOUR NIVARD ST-GERMAIN;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780809281;CENTRE MEDICO PSYCH. 78-G-04;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780809471;CMP 78I02;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780820361;CENTRE MEDICO-PSY SECT.78 I 2;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780820379;CENTRE MEDICO-PSY SECT.78 I 2;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780822078;HOPITAL DE JOUR SECT 78 I 2;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780824033;CENTRE MEDICO-PSY SECT.78-I-2;780001236
STB;2014;780000337;04;CH INTERCOMMUNAL SITE DE ST-GERMAIN;780826053;HOPITAL DE JOUR  ST GERMAIN 78G06;780001236
STB;2014;780000345;04;CH DE VERSAILLES-HOPITAL RICHAUD;780018248;ANTENNE CMP ENFANTS;780110078
STB;2014;780000345;04;CH DE VERSAILLES-HOPITAL RICHAUD;780018289;CMP ADOLESCENTS 78I06;780110078
STB;2014;780000345;04;CH DE VERSAILLES-HOPITAL RICHAUD;780018339;CATTP;780110078
STB;2014;780000345;04;CH DE VERSAILLES-HOPITAL RICHAUD;780022703;MAISON DESPAGNE- HOPITAL DE JOUR;780110078
STB;2014;780000345;04;CH DE VERSAILLES-HOPITAL RICHAUD;780800413;CENTRE MEDICO PSYCHOLOGIQUE 78 G 10;780110078
STB;2014;780000352;04;HOPITAL DU VESINET;780825337;LONG SEJOUR DE L'HÔPITAL DU VESINET;780110094
STB;2014;780000360;04;LONG SEJOUR DE L'HOPITAL GERONTOLOGIQUE DE CHEVREUSE;;;780130019
STB;2014;780000378;04;HOPITAL LOCAL DE HOUDAN;780804027;LONG SEJOUR DE L'HOPITAL HOUDAN;780130027
STB;2014;780000386;04;CH DE LA MAULDRE SITE SAINT LOUIS;;;780021788
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780001384;CTRE MEDICO PSYCHOLOGIQUE 78G18;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780001434;SERVICE MEDICO-PSYCHOLOGIQUE REGIONAL;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780011789;MAISON THERAPEUTIQUE;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780018008;CENTRE MEDICO PSYCHOLOGIQUE;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780018149;CENTRE MEDICO PSYCHOLOGIQUE 78I05;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780020558;HJ JEAN-MARTIN CHARCOT 78G16;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780140034;CTRE READ JEUNES ST CYR 78 I0 4;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780809240;CENTRE MEDICO PSY.SECT.78 G 14;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780809414;CTRE MEDICO PSYCHOLOGIQUE 78G10;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780809430;CTRE MEDICO PSYCHOLOGIQUE 78G11-I04;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780809448;LA POMMERAIE 78G12-I04;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780809455;CTRE MEDICO PSYCHOLOGIQUE 78G13;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780809463;CENTRE MEDICO PSY.SECT.78-G-14;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780809505;CENTRE MEDICO-PSY. SECT 78 G 16;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780821732;CENTRE MEDICO PSY 78I05;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780821757;CTRE MEDICO PSYCHOLOGIQUE 78G16;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780821773;CENTRE MEDICO-PSY. 78 I 05;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780821781;ANTENNE MEDICO PSY 78G13;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780823472;HOPITAL DE JOUR  ELANCOURT 78I05;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780823498;JARDIN D'ENFANT THERAPEUTIQUE 78I04;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780823514;CENTRE MEDICO PSY.SECT.78-I-04;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780823522;CTRE MEDICO PSYCHOLOGIQUE 78I05;780140026
STB;2014;780000402;14;CENTRE HOSPITALIER  JEAN MARTIN CHARCOT;780824983;HOPITAL DE JOUR SECT.78 G 13;780140026
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780011748;HOPITAL DE JOUR HENRI MATISSE 78G09;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780017901;CENTRE ARMAGIS;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780018578;CMP ANNEXE;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780801510;FOYER THERAPEUTIQUE 78G08;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780809315;CENTRE MEDICO-PSY SECT.78 G 7;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780809323;CENTRE MEDICO-PSY SECT.78-G-7;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780809331;CENTRE MEDICO-PSY SECT.78-G-8;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780809364;HOPITAL DE JOUR SECT 78 G 08;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780809406;CTRE MEDICO-PSY SECT.78-I-3;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780823258;CTRE MEDICO PSY SECT.;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780823266;CTRE MEDICO-PSY SECT.78-I-3;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780823274;CENTRE MEDICO-PSYCHOLOGIQUE 78-I-03;780140059
STB;2014;780000410;14;CENTRE HOSPITALIER TH. ROUSSEL;780825220;HOPITAL DE JOUR SECT 78G07;780140059
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780003489;CMP INFANTO - JUVENILE  78 I 07;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780017927;CMP + CATTP 78G03;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780018198;CMP 78G10;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780801528;HOPITAL DE JOUR SECT 78G10;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780809307;CENTRE MEDICO-PSY.78G01;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780809588;CENTRE MEDICO-PSYCHOL.78G03;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780820320;CENTRE MEDICO-PSYCHOLOGIQUE 78I07;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780820353;CMP + CATTP 78I07;780002697
STB;2014;780000428;04;CHI MEULAN (SITE DE BECHEVILLE);780825238;HOPITAL DE JOUR  LA RENCONTRE 78 I 07;780002697
STB;2014;780000436;09;CENTRE HOSPITALIER DES COURSES;;;780150041
STB;2014;780001467;09;CENTRE DE CONVALESCENCE D'AUBERGENVILLE;;;780018347
STB;2014;780001657;04;HOPITAL DE PEDIATRIE ET DE REEDUCATION DE BULLION;;;780530010
STB;2014;780004529;09;HAD -YVELINES SUD-;;;310021233
STB;2014;780008298;09;Clinique St Remy;;;750043994
STB;2014;780009528;05;HÔPITAL DE JOUR ASOIMEEP;780013629;HOPITAL DE JOUR EXTENSION;780009528
STB;2014;780009528;05;HÔPITAL DE JOUR ASOIMEEP;780170049;HOPITAL DE JOUR DE POISSY;780009528
STB;2014;780018727;09;CLINIQUE ST GERMAIN;;;780018719
STB;2014;780020111;05;ARISSE;780170064;HOPITAL DE JOUR LES METZ;780020111
STB;2014;780020111;05;ARISSE;780800066;CONSULTATION MEDICO-PSY. DE L'ARIS;780020111
STB;2014;780140018;09;INSTITUT MGEN DE LA VERRIERE;;;750005068
STB;2014;780140042;15;CLINIQUE D'YVELINE;;;780017455
STB;2014;780140075;09;CENTRE GILBERT RABY;;;750804114
STB;2014;780150017;09;-CESSRIN- DE MAISONS LAFFITTE;;;750005068
STB;2014;780150033;09;MAISON DE SANTE -CLAIRE DEMEURE-;780825329;MAISON SANTE -CLAIRE DEMEURE- L.S.;780020715
STB;2014;780150066;09;CLINIQUE MEDICALE DE LA PORTE VERTE;;;780808614
STB;2014;780170056;15;HÔPITAL DE JOUR -L'ENVOL-;;;780825097
STB;2014;780300075;09;CENTRE CARDIOLOGIQUE D'EVECQUEMONT;;;780000485
STB;2014;780300083;09;CLINIQUE MEDICALE ET CARDIOLOGIQUE;;;750052318
STB;2014;780300109;09;CLINIQUE MEDIC. DU VAL DE SEINE;;;750056335
STB;2014;780300125;09;POLYCLINIQUE REGION MANTAISE;;;780000535
STB;2014;780300166;09;KORIAN LES NOES;;;310021258
STB;2014;780300208;09;CLINIQUE SAINT LOUIS;;;780000576
STB;2014;780300224;09;CENTRE DE SOINS DE SUITE;;;310021225
STB;2014;780300323;09;CLINIQUE DES FRANCISCAINES;;;780003679
STB;2014;780300364;09;HOPITAL PRIVE DE VERSAILLES;;;780003679
STB;2014;780300406;09;HOPITAL PRIVE PARLY 2;;;780018032
STB;2014;780300414;09;CENTRE HOSPITALIER PRIVE DE L'EUROPE;;;780000675
STB;2014;780300422;09;HOPITAL PRIVE DE L'OUEST PARISIEN;;;780002259
STB;2014;780300448;09;CLIN.KORIAN LA GUYONNE;;;310021209
STB;2014;780300455;09;CENTRE HOSP. PRIVE DU MONTGARDE;;;780000717
STB;2014;780310025;15;Clinique Villa des Pages;;;750043994
STB;2014;780420022;09;Le CERRSY;;;750042590
STB;2014;780420048;09;MAISON DE FAMILLE  L'OASIS;;;780021069
STB;2014;780630026;09;CENTRE PEDIATRIQUE DES COTES;;;750803900
STB;2014;780700027;09;CLINIQUE DE BAZINCOURT;;;780822193
STB;2014;780700050;09;CTR MED. DE REEDUCATION APARC;;;780826210
STB;2014;780800256;04;CH VERSAILLES ANDRE MIGNOT;;;780110078
STB;2014;780822748;04;CENTRE LONG SEJOUR DU CH MEULAN;;;780002697
STB;2014;780825816;09;POLE DE MEDECINE PHYSIQUE ET DE READAPTATION DE RI;;;780003638
STB;2014;790000087;04;CENTRE HOSPITAL. GEORGES RENON;790009815;USLD (CH NIORT) - EHPAD;790000012
STB;2014;790000095;04;SITE HOSPITALIER DE BRESSUIRE;;;790006654
STB;2014;790000103;04;CTRE HOSPITALIER NORD DEUX-SEVRES;;;790006654
STB;2014;790000111;04;CTRE HOSPITALER DE ST MAIXENT;790011373;USLD (CH ST MAIXENT) - EHPAD;790000046
STB;2014;790000137;04;CTRE HOSPITALIER DE MELLE;;;790000061
STB;2014;790000145;04;CENTRE HOSPITALIER DE MAULEON;790013429;U.S.L.D. MAULEON - EHPAD;790000079
STB;2014;790000186;09;CHATEAU DE PARSAY SAS;;;790000178
STB;2014;790000269;09;M.E.C.S. LES TERRASSES (OBESES);;;870015336
STB;2014;790000681;09;MELIORIS LE GRAND FEU;;;790002497
STB;2014;790003537;04;SITE HOSPITALIER DE THOUARS;790009344;USLD LES CHARMES DE FLEURY - EHPAD;790006654
STB;2014;790007694;14;PSY. ADULTES - HOP DE JOUR MALABRY;790007702;PEDO PSYCHIATRIE - HOP DE JOUR;790006654
STB;2014;790007694;14;PSY. ADULTES - HOP DE JOUR MALABRY;790007710;PSYCHIATRIE ADULTES - CMP;790006654
STB;2014;790007694;14;PSY. ADULTES - HOP DE JOUR MALABRY;790007751;PSY ADULTES - CMP;790006654
STB;2014;790007694;14;PSY. ADULTES - HOP DE JOUR MALABRY;790007892;PEDO PSYCHIATRIE - CMP ET CATTP;790006654
STB;2014;790007694;14;PSY. ADULTES - HOP DE JOUR MALABRY;790008023;PEDO PSYCHIATRIE - HOP DE JOUR;790006654
STB;2014;790007884;04;USLD LES ORANGERS - CHNDS;;;790006654
STB;2014;790008064;09;Melioris LE LOGIS DES FRANCS;;;790002497
STB;2014;790009369;04;USLD LA MAISONNEE - CHNDS;;;790006654
STB;2014;790009948;09;POLYCLINIQUE D'INKERMANN;;;790001242
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790011456;MAISON THERAPEUTIQUE - 79G03;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790011472;C.A.T.T.P. -LA CLEMENTINE- - 79G01;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790011522;C.M.P. + C.A.T.T.P. - 79G02;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790011563;C.M.P. + C.A.T.T.P. - 79G02;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790011936;C.A.T.T.P. + C.M.P. - 79G02;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790012074;CMP + CATTP + HOP DE JOUR;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790012157;CMP + CATTP + HOP DE JOUR;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790016844;LIEU DE VIE - 79G01;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790016851;C.M.P. + C.A.T.T.P. - 79I01;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790017586;HOP DE JOUR LA RECOUVRANCE;790000012
STB;2014;790012355;14;UNITE INTERS. AUTIST. AD. VENISE VERTE;790018931;CMP MAZAGRAN;790000012
STB;2014;790017289;09;HOSP. A DOM. - H.A.D. NORD 79;;;790017271
STB;2014;800000143;04;CH ABBEVILLE;800006553;HJ CH ABBEVILLE;800000028
STB;2014;800000143;04;CH ABBEVILLE;800008328;HJ CH ABBEVILLE;800000028
STB;2014;800000143;04;CH ABBEVILLE;800016305;CMP CH ABBEVILLE ADULTE;800000028
STB;2014;800000143;04;CH ABBEVILLE;800016313;CMP CH ABBEVILLE FRIVILLE-ESCARBOTIN E;800000028
STB;2014;800000143;04;CH ABBEVILLE;800016321;CMP CH ABBEVILLE FRIVILLE-ESCARBOTIN A;800000028
STB;2014;800000143;04;CH ABBEVILLE;800017451;CMP CH ABBEVILLE ENFANT;800000028
STB;2014;800000143;04;CH ABBEVILLE;800017469;CATTP CH ABBEVILLE;800000028
STB;2014;800000150;09;ETABLISSEMENT DU VAL D ANCRE;;;800002982
STB;2014;800000184;04;CH ALBERT;;;800000036
STB;2014;800000192;04;HOPITAL NORD CHU AMIENS;;;800000044
STB;2014;800000200;04;CH CORBIE;800006165;USLD CH CORBIE;800000051
STB;2014;800000226;04;CH DOULLENS;800006173;USLD CH DOULLENS;800000069
STB;2014;800000275;04;CH HAM;800009235;USLD CH HAM;800000077
STB;2014;800000390;04;CH CHIMR MONTDIDIER;800006322;USLD CHIMR MONTDIDIER;800000085
STB;2014;800000390;04;CH CHIMR MONTDIDIER;800016156;CMP CHIMR MONTDIDIER;800000085
STB;2014;800000390;04;CH CHIMR MONTDIDIER;800017394;CATTP CHIMR MONTDIDIER;800000085
STB;2014;800000432;04;CH PÉRONNE;;;800000093
STB;2014;800000440;04;CH CHIMR ROYE;;;800000085
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800000382;FOYER POST CURE DURY CHS PINEL;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800001133;HÔPITAL JOUR DURY CHS PINEL;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800003659;SMPR CHS PINEL AMIENS;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800003709;UNITE DE PSYCHIATRIE ADULTE CHS PINEL;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800008872;HJ PINEL AMIENS;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800009730;CENTRE SAINT-FUSCIEN CHS PINEL;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800015026;HÔPITAL DE JOUR LES FOUGERES CHS PINEL;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016164;CATTP CHS PINEL AMIENS 80G01;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016172;CMP CHS PINEL AMIENS 80G01;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016180;CMP ADULTE CHS PINEL AMIENS 80G02;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016206;ATEL THER ADULTE ARC EN CIEL CHS PINEL;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016214;CMP ADULTE CHS PINEL AMIENS 80G04;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016222;CATTP ADULTE CHS PINEL AMIENS 80G08;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016230;CMP ENFANT CHS PINEL AMIENS 80I01;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016255;CMP INFANTO CHS PINEL AMIENS 80I02;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016263;HJ PINEL AMIENS;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016701;CATTP CHS PINEL AMIENS ADOLESCENTS;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800016719;ACCUEIL FAMILIAL THÉRAPEUTIQUE CHS PIN;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800017402;CMP CHS PINEL AMIENS 80G08;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800017410;CATTP CHS PINEL AMIENS 80G02;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800017428;CATTP CHS PINEL AMIENS 80G04;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800017436;CATTP CHS PINEL AMIENS 80I01;800000119
STB;2014;800000457;14;CENTRE HOSPITALIER SPECIALISE P PINEL;800017444;CATTP CHS PINEL AMIENS 80I02;800000119
STB;2014;800000507;04;CENTRE HOSPITALIER INTERCOMMUNAL DE LA BAIE DE SOMME SAINT-VALERY-SUR-SOMME;800009425;USLD CHIBS SAINT-VALERY-SUR-SOMME;800000135
STB;2014;800000523;09;SOINS SERVICE;;;800000853
STB;2014;800000614;04;CENTRE SAINT VICTOR CHU AMIENS;800006264;USLD CHU AMIENS;800000044
STB;2014;800002503;09;SA CLINIQUE SAINTE ISABELLE;;;800001141
STB;2014;800002610;04;CTRE DE GYNECO OBSTETRIQUE CHU AMIENS;;;800000044
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016131;SERVICE PÉDO PSYCHIATRIE CH PÉRONNE;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016370;CATTP CH PÉRONNE;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016396;CMP CH PÉRONNE ADULTE;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016404;CMP CH PÉRONNE ALBERT ADULTE;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016412;CMP CH PÉRONNE ALBERT ENFANT;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016420;CMP CH PÉRONNE ENFANT;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016560;CMP CH PÉRONNE ROYE;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800016578;CATTP CH PÉRONNE HAM;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800017378;CMP CH PÉRONNE HAM;800000093
STB;2014;800004111;14;CENTRE HENRY EY CH PERONNE;800017477;CATTP CH PÉRONNE ALBERT;800000093
STB;2014;800004152;04;CENTRE DE MOYEN SEJOUR CH PERONNE;800006249;USLD CH PÉRONNE;800000093
